"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"11.07.2022 17:00 - 11.07.2022 17:15","62318","59009"
"11.07.2022 17:15 - 11.07.2022 17:30","62243","59179"
"11.07.2022 17:30 - 11.07.2022 17:45","62321","58957"
"11.07.2022 17:45 - 11.07.2022 18:00","62131","58670"
"11.07.2022 18:00 - 11.07.2022 18:15","61491","58229"
"11.07.2022 18:15 - 11.07.2022 18:30","60967","58270"
"11.07.2022 18:30 - 11.07.2022 18:45","61127","58599"
"11.07.2022 18:45 - 11.07.2022 19:00","61058","58390"
"11.07.2022 19:00 - 11.07.2022 19:15","60798","58399"
"11.07.2022 19:15 - 11.07.2022 19:30","60020","58048"
"11.07.2022 19:30 - 11.07.2022 19:45","59762","57485"
"11.07.2022 19:45 - 11.07.2022 20:00","59301","56723"
"11.07.2022 20:00 - 11.07.2022 20:15","58533","55998"
"11.07.2022 20:15 - 11.07.2022 20:30","57757","55329"
"11.07.2022 20:30 - 11.07.2022 20:45","57166","54851"
"11.07.2022 20:45 - 11.07.2022 21:00","56636","53892"
"11.07.2022 21:00 - 11.07.2022 21:15","56203","53428"
"11.07.2022 21:15 - 11.07.2022 21:30","55612","52754"
"11.07.2022 21:30 - 11.07.2022 21:45","55234","52362"
"11.07.2022 21:45 - 11.07.2022 22:00","54687","51825"
"11.07.2022 22:00 - 11.07.2022 22:15","54210","51656"
"11.07.2022 22:15 - 11.07.2022 22:30","53401","51030"
"11.07.2022 22:30 - 11.07.2022 22:45","52340","50178"
"11.07.2022 22:45 - 11.07.2022 23:00","51429","49100"
"11.07.2022 23:00 - 11.07.2022 23:15","50281","47875"
"11.07.2022 23:15 - 11.07.2022 23:30","49552","46745"
"11.07.2022 23:30 - 11.07.2022 23:45","48867","45843"
"11.07.2022 23:45 - 12.07.2022 00:00","48138","45250"
"12.07.2022 00:00 - 12.07.2022 00:15","45367","44306"
"12.07.2022 00:15 - 12.07.2022 00:30","45101","44001"
"12.07.2022 00:30 - 12.07.2022 00:45","44795","43661"
"12.07.2022 00:45 - 12.07.2022 01:00","44490","43152"
"12.07.2022 01:00 - 12.07.2022 01:15","44138","42416"
"12.07.2022 01:15 - 12.07.2022 01:30","43928","41892"
"12.07.2022 01:30 - 12.07.2022 01:45","43603","41741"
"12.07.2022 01:45 - 12.07.2022 02:00","43339","41437"
"12.07.2022 02:00 - 12.07.2022 02:15","42984","41350"
"12.07.2022 02:15 - 12.07.2022 02:30","42856","41211"
"12.07.2022 02:30 - 12.07.2022 02:45","42756","41163"
"12.07.2022 02:45 - 12.07.2022 03:00","42747","41198"
"12.07.2022 03:00 - 12.07.2022 03:15","42611","41301"
"12.07.2022 03:15 - 12.07.2022 03:30","42715","41393"
"12.07.2022 03:30 - 12.07.2022 03:45","42764","41394"
"12.07.2022 03:45 - 12.07.2022 04:00","42999","41595"
"12.07.2022 04:00 - 12.07.2022 04:15","43425","41722"
"12.07.2022 04:15 - 12.07.2022 04:30","43564","42016"
"12.07.2022 04:30 - 12.07.2022 04:45","43939","42277"
"12.07.2022 04:45 - 12.07.2022 05:00","44388","42798"
"12.07.2022 05:00 - 12.07.2022 05:15","45582","43753"
"12.07.2022 05:15 - 12.07.2022 05:30","45470","44329"
"12.07.2022 05:30 - 12.07.2022 05:45","45798","44983"
"12.07.2022 05:45 - 12.07.2022 06:00","46695","46150"
"12.07.2022 06:00 - 12.07.2022 06:15","48500","49037"
"12.07.2022 06:15 - 12.07.2022 06:30","50742","50641"
"12.07.2022 06:30 - 12.07.2022 06:45","52327","51828"
"12.07.2022 06:45 - 12.07.2022 07:00","54063","52798"
"12.07.2022 07:00 - 12.07.2022 07:15","55566","54521"
"12.07.2022 07:15 - 12.07.2022 07:30","57327","55520"
"12.07.2022 07:30 - 12.07.2022 07:45","58634","56498"
"12.07.2022 07:45 - 12.07.2022 08:00","59839","57382"
"12.07.2022 08:00 - 12.07.2022 08:15","60931","58686"
"12.07.2022 08:15 - 12.07.2022 08:30","61736","59375"
"12.07.2022 08:30 - 12.07.2022 08:45","62362","59907"
"12.07.2022 08:45 - 12.07.2022 09:00","62790","60434"
"12.07.2022 09:00 - 12.07.2022 09:15","63088","60351"
"12.07.2022 09:15 - 12.07.2022 09:30","63664","60926"
"12.07.2022 09:30 - 12.07.2022 09:45","63999","61459"
"12.07.2022 09:45 - 12.07.2022 10:00","64568","61761"
"12.07.2022 10:00 - 12.07.2022 10:15","65015","61921"
"12.07.2022 10:15 - 12.07.2022 10:30","65478","62278"
"12.07.2022 10:30 - 12.07.2022 10:45","66017","62582"
"12.07.2022 10:45 - 12.07.2022 11:00","66456","63288"
"12.07.2022 11:00 - 12.07.2022 11:15","66917","63738"
"12.07.2022 11:15 - 12.07.2022 11:30","67466","63820"
"12.07.2022 11:30 - 12.07.2022 11:45","68060","64167"
"12.07.2022 11:45 - 12.07.2022 12:00","68078","64222"
"12.07.2022 12:00 - 12.07.2022 12:15","67855","63901"
"12.07.2022 12:15 - 12.07.2022 12:30","67724","64066"
"12.07.2022 12:30 - 12.07.2022 12:45","67904","64138"
"12.07.2022 12:45 - 12.07.2022 13:00","68079","63933"
"12.07.2022 13:00 - 12.07.2022 13:15","68009","63841"
"12.07.2022 13:15 - 12.07.2022 13:30","67467","63412"
"12.07.2022 13:30 - 12.07.2022 13:45","66952","62962"
"12.07.2022 13:45 - 12.07.2022 14:00","66071","62418"
"12.07.2022 14:00 - 12.07.2022 14:15","65452","62123"
"12.07.2022 14:15 - 12.07.2022 14:30","65230","61948"
"12.07.2022 14:30 - 12.07.2022 14:45","64964","61921"
"12.07.2022 14:45 - 12.07.2022 15:00","64478","62012"
"12.07.2022 15:00 - 12.07.2022 15:15","64203","61770"
"12.07.2022 15:15 - 12.07.2022 15:30","63889","61630"
"12.07.2022 15:30 - 12.07.2022 15:45","63293","61387"
"12.07.2022 15:45 - 12.07.2022 16:00","63343","61306"
"12.07.2022 16:00 - 12.07.2022 16:15","63117","60723"
"12.07.2022 16:15 - 12.07.2022 16:30","62681","59935"
"12.07.2022 16:30 - 12.07.2022 16:45","62404","60058"
"12.07.2022 16:45 - 12.07.2022 17:00","62287","59776"
"12.07.2022 17:00 - 12.07.2022 17:15","62232","60076"
"12.07.2022 17:15 - 12.07.2022 17:30","62220","59816"
"12.07.2022 17:30 - 12.07.2022 17:45","62195","59798"
"12.07.2022 17:45 - 12.07.2022 18:00","61961","59834"
"12.07.2022 18:00 - 12.07.2022 18:15","61358","59789"
"12.07.2022 18:15 - 12.07.2022 18:30","60885","59410"
"12.07.2022 18:30 - 12.07.2022 18:45","60904","59067"
"12.07.2022 18:45 - 12.07.2022 19:00","60775","59085"
"12.07.2022 19:00 - 12.07.2022 19:15","60422","58791"
"12.07.2022 19:15 - 12.07.2022 19:30","59629","58217"
"12.07.2022 19:30 - 12.07.2022 19:45","59381","57807"
"12.07.2022 19:45 - 12.07.2022 20:00","58999","57406"
"12.07.2022 20:00 - 12.07.2022 20:15","58090","57144"
"12.07.2022 20:15 - 12.07.2022 20:30","57461","56449"
"12.07.2022 20:30 - 12.07.2022 20:45","57037","55929"
"12.07.2022 20:45 - 12.07.2022 21:00","56386","55329"
"12.07.2022 21:00 - 12.07.2022 21:15","55889","54725"
"12.07.2022 21:15 - 12.07.2022 21:30","55415","53547"
"12.07.2022 21:30 - 12.07.2022 21:45","55055","53699"
"12.07.2022 21:45 - 12.07.2022 22:00","54494","53409"
"12.07.2022 22:00 - 12.07.2022 22:15","53957","53081"
"12.07.2022 22:15 - 12.07.2022 22:30","53267","52450"
"12.07.2022 22:30 - 12.07.2022 22:45","52295","51327"
"12.07.2022 22:45 - 12.07.2022 23:00","51332","50517"
"12.07.2022 23:00 - 12.07.2022 23:15","50373","49325"
"12.07.2022 23:15 - 12.07.2022 23:30","49628","48512"
"12.07.2022 23:30 - 12.07.2022 23:45","48836","47761"
"12.07.2022 23:45 - 13.07.2022 00:00","48066","47104"
"13.07.2022 00:00 - 13.07.2022 00:15","47193","46556"
"13.07.2022 00:15 - 13.07.2022 00:30","46744","45741"
"13.07.2022 00:30 - 13.07.2022 00:45","46324","45346"
"13.07.2022 00:45 - 13.07.2022 01:00","45860","44945"
"13.07.2022 01:00 - 13.07.2022 01:15","45449","44457"
"13.07.2022 01:15 - 13.07.2022 01:30","45173","44076"
"13.07.2022 01:30 - 13.07.2022 01:45","44804","43875"
"13.07.2022 01:45 - 13.07.2022 02:00","44537","43765"
"13.07.2022 02:00 - 13.07.2022 02:15","44162","43498"
"13.07.2022 02:15 - 13.07.2022 02:30","43992","43317"
"13.07.2022 02:30 - 13.07.2022 02:45","43887","43430"
"13.07.2022 02:45 - 13.07.2022 03:00","43835","43578"
"13.07.2022 03:00 - 13.07.2022 03:15","43810","43479"
"13.07.2022 03:15 - 13.07.2022 03:30","43818","43523"
"13.07.2022 03:30 - 13.07.2022 03:45","43864","43749"
"13.07.2022 03:45 - 13.07.2022 04:00","43910","43897"
"13.07.2022 04:00 - 13.07.2022 04:15","44126","44262"
"13.07.2022 04:15 - 13.07.2022 04:30","44381","44663"
"13.07.2022 04:30 - 13.07.2022 04:45","44770","44999"
"13.07.2022 04:45 - 13.07.2022 05:00","45148","45566"
"13.07.2022 05:00 - 13.07.2022 05:15","46186","46439"
"13.07.2022 05:15 - 13.07.2022 05:30","46885","47177"
"13.07.2022 05:30 - 13.07.2022 05:45","47161","47815"
"13.07.2022 05:45 - 13.07.2022 06:00","48646","48919"
"13.07.2022 06:00 - 13.07.2022 06:15","50521","51350"
"13.07.2022 06:15 - 13.07.2022 06:30","52876","52971"
"13.07.2022 06:30 - 13.07.2022 06:45","54393","54004"
"13.07.2022 06:45 - 13.07.2022 07:00","55523","55130"
"13.07.2022 07:00 - 13.07.2022 07:15","57224","56524"
"13.07.2022 07:15 - 13.07.2022 07:30","58168","57585"
"13.07.2022 07:30 - 13.07.2022 07:45","59332","58711"
"13.07.2022 07:45 - 13.07.2022 08:00","60365","59575"
"13.07.2022 08:00 - 13.07.2022 08:15","61349","60421"
"13.07.2022 08:15 - 13.07.2022 08:30","62144","61162"
"13.07.2022 08:30 - 13.07.2022 08:45","62794","61706"
"13.07.2022 08:45 - 13.07.2022 09:00","63180","62017"
"13.07.2022 09:00 - 13.07.2022 09:15","63208","61826"
"13.07.2022 09:15 - 13.07.2022 09:30","63796","62388"
"13.07.2022 09:30 - 13.07.2022 09:45","64481","63069"
"13.07.2022 09:45 - 13.07.2022 10:00","64970","63436"
"13.07.2022 10:00 - 13.07.2022 10:15","65293","63374"
"13.07.2022 10:15 - 13.07.2022 10:30","65706","63671"
"13.07.2022 10:30 - 13.07.2022 10:45","65871","64405"
"13.07.2022 10:45 - 13.07.2022 11:00","66175","64827"
"13.07.2022 11:00 - 13.07.2022 11:15","66616","65113"
"13.07.2022 11:15 - 13.07.2022 11:30","66866","65713"
"13.07.2022 11:30 - 13.07.2022 11:45","67196","65982"
"13.07.2022 11:45 - 13.07.2022 12:00","67173","66209"
"13.07.2022 12:00 - 13.07.2022 12:15","66835","65422"
"13.07.2022 12:15 - 13.07.2022 12:30","66746","65111"
"13.07.2022 12:30 - 13.07.2022 12:45","66770","65203"
"13.07.2022 12:45 - 13.07.2022 13:00","66997","65598"
"13.07.2022 13:00 - 13.07.2022 13:15","66948","65801"
"13.07.2022 13:15 - 13.07.2022 13:30","66551","65875"
"13.07.2022 13:30 - 13.07.2022 13:45","66040","66078"
"13.07.2022 13:45 - 13.07.2022 14:00","65582","65800"
"13.07.2022 14:00 - 13.07.2022 14:15","65353","65908"
"13.07.2022 14:15 - 13.07.2022 14:30","65460","65613"
"13.07.2022 14:30 - 13.07.2022 14:45","65149","65630"
"13.07.2022 14:45 - 13.07.2022 15:00","64468","65497"
"13.07.2022 15:00 - 13.07.2022 15:15","64284","65150"
"13.07.2022 15:15 - 13.07.2022 15:30","63941","65002"
"13.07.2022 15:30 - 13.07.2022 15:45","63415","64875"
"13.07.2022 15:45 - 13.07.2022 16:00","63115","64225"
"13.07.2022 16:00 - 13.07.2022 16:15","62827","63899"
"13.07.2022 16:15 - 13.07.2022 16:30","62395","63429"
"13.07.2022 16:30 - 13.07.2022 16:45","62231","63219"
"13.07.2022 16:45 - 13.07.2022 17:00","61959","62833"
"13.07.2022 17:00 - 13.07.2022 17:15","61813","62915"
"13.07.2022 17:15 - 13.07.2022 17:30","61616","62652"
"13.07.2022 17:30 - 13.07.2022 17:45","61560","62511"
"13.07.2022 17:45 - 13.07.2022 18:00","61683","62246"
"13.07.2022 18:00 - 13.07.2022 18:15","61263","61698"
"13.07.2022 18:15 - 13.07.2022 18:30","60901","61430"
"13.07.2022 18:30 - 13.07.2022 18:45","60659","61413"
"13.07.2022 18:45 - 13.07.2022 19:00","60355","61366"
"13.07.2022 19:00 - 13.07.2022 19:15","60329","61643"
"13.07.2022 19:15 - 13.07.2022 19:30","59653","61248"
"13.07.2022 19:30 - 13.07.2022 19:45","59214","61040"
"13.07.2022 19:45 - 13.07.2022 20:00","58809","60737"
"13.07.2022 20:00 - 13.07.2022 20:15","58058","59989"
"13.07.2022 20:15 - 13.07.2022 20:30","57255","59354"
"13.07.2022 20:30 - 13.07.2022 20:45","56802","58571"
"13.07.2022 20:45 - 13.07.2022 21:00","56187","57831"
"13.07.2022 21:00 - 13.07.2022 21:15","55727","56848"
"13.07.2022 21:15 - 13.07.2022 21:30","55353","56266"
"13.07.2022 21:30 - 13.07.2022 21:45","54863","55843"
"13.07.2022 21:45 - 13.07.2022 22:00","54289","55305"
"13.07.2022 22:00 - 13.07.2022 22:15","53629","54889"
"13.07.2022 22:15 - 13.07.2022 22:30","52893","54542"
"13.07.2022 22:30 - 13.07.2022 22:45","51912","53693"
"13.07.2022 22:45 - 13.07.2022 23:00","50964","52665"
"13.07.2022 23:00 - 13.07.2022 23:15","50089","51383"
"13.07.2022 23:15 - 13.07.2022 23:30","49322","50580"
"13.07.2022 23:30 - 13.07.2022 23:45","48542","49609"
"13.07.2022 23:45 - 14.07.2022 00:00","47847","48837"
"14.07.2022 00:00 - 14.07.2022 00:15","47586","47597"
"14.07.2022 00:15 - 14.07.2022 00:30","47297","46952"
"14.07.2022 00:30 - 14.07.2022 00:45","46845","46436"
"14.07.2022 00:45 - 14.07.2022 01:00","46380","46130"
"14.07.2022 01:00 - 14.07.2022 01:15","45973","45424"
"14.07.2022 01:15 - 14.07.2022 01:30","45935","44868"
"14.07.2022 01:30 - 14.07.2022 01:45","45572","44619"
"14.07.2022 01:45 - 14.07.2022 02:00","45292","44306"
"14.07.2022 02:00 - 14.07.2022 02:15","45027","43897"
"14.07.2022 02:15 - 14.07.2022 02:30","44823","43631"
"14.07.2022 02:30 - 14.07.2022 02:45","44710","43582"
"14.07.2022 02:45 - 14.07.2022 03:00","44740","43755"
"14.07.2022 03:00 - 14.07.2022 03:15","44744","43833"
"14.07.2022 03:15 - 14.07.2022 03:30","44585","43761"
"14.07.2022 03:30 - 14.07.2022 03:45","44566","43714"
"14.07.2022 03:45 - 14.07.2022 04:00","44676","43427"
"14.07.2022 04:00 - 14.07.2022 04:15","45060","43760"
"14.07.2022 04:15 - 14.07.2022 04:30","45285","44062"
"14.07.2022 04:30 - 14.07.2022 04:45","45623","44436"
"14.07.2022 04:45 - 14.07.2022 05:00","46004","44725"
"14.07.2022 05:00 - 14.07.2022 05:15","47058","45549"
"14.07.2022 05:15 - 14.07.2022 05:30","47031","45931"
"14.07.2022 05:30 - 14.07.2022 05:45","47603","46503"
"14.07.2022 05:45 - 14.07.2022 06:00","48495","47888"
"14.07.2022 06:00 - 14.07.2022 06:15","50302","50571"
"14.07.2022 06:15 - 14.07.2022 06:30","52714","52173"
"14.07.2022 06:30 - 14.07.2022 06:45","54479","53474"
"14.07.2022 06:45 - 14.07.2022 07:00","55563","54664"
"14.07.2022 07:00 - 14.07.2022 07:15","57065","56069"
"14.07.2022 07:15 - 14.07.2022 07:30","57771","57243"
"14.07.2022 07:30 - 14.07.2022 07:45","58948","58267"
"14.07.2022 07:45 - 14.07.2022 08:00","59882","59113"
"14.07.2022 08:00 - 14.07.2022 08:15","60773","59987"
"14.07.2022 08:15 - 14.07.2022 08:30","61673","61218"
"14.07.2022 08:30 - 14.07.2022 08:45","62400","61977"
"14.07.2022 08:45 - 14.07.2022 09:00","62862","62463"
"14.07.2022 09:00 - 14.07.2022 09:15","62827","62113"
"14.07.2022 09:15 - 14.07.2022 09:30","63479","62571"
"14.07.2022 09:30 - 14.07.2022 09:45","64053","63008"
"14.07.2022 09:45 - 14.07.2022 10:00","64720","63441"
"14.07.2022 10:00 - 14.07.2022 10:15","65107","63246"
"14.07.2022 10:15 - 14.07.2022 10:30","65330","63706"
"14.07.2022 10:30 - 14.07.2022 10:45","65719","64103"
"14.07.2022 10:45 - 14.07.2022 11:00","66212","64287"
"14.07.2022 11:00 - 14.07.2022 11:15","66566","64479"
"14.07.2022 11:15 - 14.07.2022 11:30","66938","65244"
"14.07.2022 11:30 - 14.07.2022 11:45","67309","65340"
"14.07.2022 11:45 - 14.07.2022 12:00","67267","65598"
"14.07.2022 12:00 - 14.07.2022 12:15","67398","65999"
"14.07.2022 12:15 - 14.07.2022 12:30","67418","65887"
"14.07.2022 12:30 - 14.07.2022 12:45","67481","66118"
"14.07.2022 12:45 - 14.07.2022 13:00","67539","65849"
"14.07.2022 13:00 - 14.07.2022 13:15","67562","65698"
"14.07.2022 13:15 - 14.07.2022 13:30","67250","65720"
"14.07.2022 13:30 - 14.07.2022 13:45","66699","65069"
"14.07.2022 13:45 - 14.07.2022 14:00","66383","64538"
"14.07.2022 14:00 - 14.07.2022 14:15","66251","64344"
"14.07.2022 14:15 - 14.07.2022 14:30","66258","63566"
"14.07.2022 14:30 - 14.07.2022 14:45","66095","63079"
"14.07.2022 14:45 - 14.07.2022 15:00","65706","63693"
"14.07.2022 15:00 - 14.07.2022 15:15","65616","63560"
"14.07.2022 15:15 - 14.07.2022 15:30","65544","62896"
"14.07.2022 15:30 - 14.07.2022 15:45","65036","62846"
"14.07.2022 15:45 - 14.07.2022 16:00","64244","62989"
"14.07.2022 16:00 - 14.07.2022 16:15","63683","62636"
"14.07.2022 16:15 - 14.07.2022 16:30","63431","61985"
"14.07.2022 16:30 - 14.07.2022 16:45","63237","61775"
"14.07.2022 16:45 - 14.07.2022 17:00","62995","62074"
"14.07.2022 17:00 - 14.07.2022 17:15","62619","62073"
"14.07.2022 17:15 - 14.07.2022 17:30","62325","61927"
"14.07.2022 17:30 - 14.07.2022 17:45","62286","62119"
"14.07.2022 17:45 - 14.07.2022 18:00","62146","62380"
"14.07.2022 18:00 - 14.07.2022 18:15","61662","62235"
"14.07.2022 18:15 - 14.07.2022 18:30","61289","61907"
"14.07.2022 18:30 - 14.07.2022 18:45","61117","61672"
"14.07.2022 18:45 - 14.07.2022 19:00","60912","61616"
"14.07.2022 19:00 - 14.07.2022 19:15","60717","61735"
"14.07.2022 19:15 - 14.07.2022 19:30","60374","61148"
"14.07.2022 19:30 - 14.07.2022 19:45","59916","60843"
"14.07.2022 19:45 - 14.07.2022 20:00","59323","60341"
"14.07.2022 20:00 - 14.07.2022 20:15","58500","60085"
"14.07.2022 20:15 - 14.07.2022 20:30","57775","59108"
"14.07.2022 20:30 - 14.07.2022 20:45","57064","58307"
"14.07.2022 20:45 - 14.07.2022 21:00","56489","57391"
"14.07.2022 21:00 - 14.07.2022 21:15","55948","56383"
"14.07.2022 21:15 - 14.07.2022 21:30","55592","55679"
"14.07.2022 21:30 - 14.07.2022 21:45","55085","55339"
"14.07.2022 21:45 - 14.07.2022 22:00","54545","54905"
"14.07.2022 22:00 - 14.07.2022 22:15","53795","54643"
"14.07.2022 22:15 - 14.07.2022 22:30","53140","53890"
"14.07.2022 22:30 - 14.07.2022 22:45","52114","52919"
"14.07.2022 22:45 - 14.07.2022 23:00","51136","52211"
"14.07.2022 23:00 - 14.07.2022 23:15","50243","51192"
"14.07.2022 23:15 - 14.07.2022 23:30","49418","50457"
"14.07.2022 23:30 - 14.07.2022 23:45","48725","49745"
"14.07.2022 23:45 - 15.07.2022 00:00","48163","48998"
"15.07.2022 00:00 - 15.07.2022 00:15","47317","48230"
"15.07.2022 00:15 - 15.07.2022 00:30","46890","48039"
"15.07.2022 00:30 - 15.07.2022 00:45","46324","47475"
"15.07.2022 00:45 - 15.07.2022 01:00","45920","46876"
"15.07.2022 01:00 - 15.07.2022 01:15","45410","46092"
"15.07.2022 01:15 - 15.07.2022 01:30","45107","45799"
"15.07.2022 01:30 - 15.07.2022 01:45","44861","45523"
"15.07.2022 01:45 - 15.07.2022 02:00","44464","45025"
"15.07.2022 02:00 - 15.07.2022 02:15","44018","44609"
"15.07.2022 02:15 - 15.07.2022 02:30","43898","44378"
"15.07.2022 02:30 - 15.07.2022 02:45","43852","44338"
"15.07.2022 02:45 - 15.07.2022 03:00","43830","44605"
"15.07.2022 03:00 - 15.07.2022 03:15","43758","44537"
"15.07.2022 03:15 - 15.07.2022 03:30","43733","44698"
"15.07.2022 03:30 - 15.07.2022 03:45","43823","44641"
"15.07.2022 03:45 - 15.07.2022 04:00","43880","44743"
"15.07.2022 04:00 - 15.07.2022 04:15","44278","45054"
"15.07.2022 04:15 - 15.07.2022 04:30","44571","45369"
"15.07.2022 04:30 - 15.07.2022 04:45","44927","45730"
"15.07.2022 04:45 - 15.07.2022 05:00","45281","45951"
"15.07.2022 05:00 - 15.07.2022 05:15","46445","46607"
"15.07.2022 05:15 - 15.07.2022 05:30","46920","46663"
"15.07.2022 05:30 - 15.07.2022 05:45","46963","47070"
"15.07.2022 05:45 - 15.07.2022 06:00","48101","48060"
"15.07.2022 06:00 - 15.07.2022 06:15","49529","51055"
"15.07.2022 06:15 - 15.07.2022 06:30","51645","52310"
"15.07.2022 06:30 - 15.07.2022 06:45","53083","53357"
"15.07.2022 06:45 - 15.07.2022 07:00","55012","54512"
"15.07.2022 07:00 - 15.07.2022 07:15","56739","56017"
"15.07.2022 07:15 - 15.07.2022 07:30","57589","56957"
"15.07.2022 07:30 - 15.07.2022 07:45","58685","58270"
"15.07.2022 07:45 - 15.07.2022 08:00","59644","59284"
"15.07.2022 08:00 - 15.07.2022 08:15","60663","60128"
"15.07.2022 08:15 - 15.07.2022 08:30","61380","60938"
"15.07.2022 08:30 - 15.07.2022 08:45","62203","61954"
"15.07.2022 08:45 - 15.07.2022 09:00","62655","62364"
"15.07.2022 09:00 - 15.07.2022 09:15","62785","62329"
"15.07.2022 09:15 - 15.07.2022 09:30","63237","62610"
"15.07.2022 09:30 - 15.07.2022 09:45","63956","62953"
"15.07.2022 09:45 - 15.07.2022 10:00","64425","63497"
"15.07.2022 10:00 - 15.07.2022 10:15","64986","63784"
"15.07.2022 10:15 - 15.07.2022 10:30","65361","64255"
"15.07.2022 10:30 - 15.07.2022 10:45","65756","64688"
"15.07.2022 10:45 - 15.07.2022 11:00","66170","64901"
"15.07.2022 11:00 - 15.07.2022 11:15","66598","65073"
"15.07.2022 11:15 - 15.07.2022 11:30","67070","65330"
"15.07.2022 11:30 - 15.07.2022 11:45","67334","65630"
"15.07.2022 11:45 - 15.07.2022 12:00","67225","65249"
"15.07.2022 12:00 - 15.07.2022 12:15","66774","65672"
"15.07.2022 12:15 - 15.07.2022 12:30","66572","65178"
"15.07.2022 12:30 - 15.07.2022 12:45","66416","64968"
"15.07.2022 12:45 - 15.07.2022 13:00","66425","64886"
"15.07.2022 13:00 - 15.07.2022 13:15","66127","64499"
"15.07.2022 13:15 - 15.07.2022 13:30","65821","63864"
"15.07.2022 13:30 - 15.07.2022 13:45","65297","63422"
"15.07.2022 13:45 - 15.07.2022 14:00","65001","63086"
"15.07.2022 14:00 - 15.07.2022 14:15","64780","62617"
"15.07.2022 14:15 - 15.07.2022 14:30","64678","62148"
"15.07.2022 14:30 - 15.07.2022 14:45","64407","61597"
"15.07.2022 14:45 - 15.07.2022 15:00","63958","61371"
"15.07.2022 15:00 - 15.07.2022 15:15","63883","60655"
"15.07.2022 15:15 - 15.07.2022 15:30","63451","60442"
"15.07.2022 15:30 - 15.07.2022 15:45","62853","59954"
"15.07.2022 15:45 - 15.07.2022 16:00","62379","60034"
"15.07.2022 16:00 - 15.07.2022 16:15","62300","59715"
"15.07.2022 16:15 - 15.07.2022 16:30","61704","59453"
"15.07.2022 16:30 - 15.07.2022 16:45","61597","58955"
"15.07.2022 16:45 - 15.07.2022 17:00","61313","58464"
"15.07.2022 17:00 - 15.07.2022 17:15","61164","58394"
"15.07.2022 17:15 - 15.07.2022 17:30","61116","58026"
"15.07.2022 17:30 - 15.07.2022 17:45","61037","58254"
"15.07.2022 17:45 - 15.07.2022 18:00","60864","57854"
"15.07.2022 18:00 - 15.07.2022 18:15","60538","57653"
"15.07.2022 18:15 - 15.07.2022 18:30","59983","57121"
"15.07.2022 18:30 - 15.07.2022 18:45","59846","56944"
"15.07.2022 18:45 - 15.07.2022 19:00","59528","56815"
"15.07.2022 19:00 - 15.07.2022 19:15","59317","56339"
"15.07.2022 19:15 - 15.07.2022 19:30","58494","55963"
"15.07.2022 19:30 - 15.07.2022 19:45","58059","55505"
"15.07.2022 19:45 - 15.07.2022 20:00","57531","54988"
"15.07.2022 20:00 - 15.07.2022 20:15","56785","54294"
"15.07.2022 20:15 - 15.07.2022 20:30","56065","53735"
"15.07.2022 20:30 - 15.07.2022 20:45","55447","53042"
"15.07.2022 20:45 - 15.07.2022 21:00","54706","52360"
"15.07.2022 21:00 - 15.07.2022 21:15","54079","51749"
"15.07.2022 21:15 - 15.07.2022 21:30","53693","51252"
"15.07.2022 21:30 - 15.07.2022 21:45","53227","51067"
"15.07.2022 21:45 - 15.07.2022 22:00","52703","50518"
"15.07.2022 22:00 - 15.07.2022 22:15","52119","50287"
"15.07.2022 22:15 - 15.07.2022 22:30","51735","49574"
"15.07.2022 22:30 - 15.07.2022 22:45","50839","48657"
"15.07.2022 22:45 - 15.07.2022 23:00","49941","47818"
"15.07.2022 23:00 - 15.07.2022 23:15","49090","46816"
"15.07.2022 23:15 - 15.07.2022 23:30","48288","46083"
"15.07.2022 23:30 - 15.07.2022 23:45","47547","45325"
"15.07.2022 23:45 - 16.07.2022 00:00","46682","44840"
"16.07.2022 00:00 - 16.07.2022 00:15","45386","43889"
"16.07.2022 00:15 - 16.07.2022 00:30","45047","43425"
"16.07.2022 00:30 - 16.07.2022 00:45","44683","42780"
"16.07.2022 00:45 - 16.07.2022 01:00","44105","42076"
"16.07.2022 01:00 - 16.07.2022 01:15","43813","42115"
"16.07.2022 01:15 - 16.07.2022 01:30","43350","42159"
"16.07.2022 01:30 - 16.07.2022 01:45","42914","41908"
"16.07.2022 01:45 - 16.07.2022 02:00","42663","41238"
"16.07.2022 02:00 - 16.07.2022 02:15","42130","40915"
"16.07.2022 02:15 - 16.07.2022 02:30","41859","40658"
"16.07.2022 02:30 - 16.07.2022 02:45","41723","40488"
"16.07.2022 02:45 - 16.07.2022 03:00","41526","40400"
"16.07.2022 03:00 - 16.07.2022 03:15","41428","40396"
"16.07.2022 03:15 - 16.07.2022 03:30","41410","40266"
"16.07.2022 03:30 - 16.07.2022 03:45","41273","40332"
"16.07.2022 03:45 - 16.07.2022 04:00","41202","40028"
"16.07.2022 04:00 - 16.07.2022 04:15","41273","40134"
"16.07.2022 04:15 - 16.07.2022 04:30","41247","40262"
"16.07.2022 04:30 - 16.07.2022 04:45","41218","40500"
"16.07.2022 04:45 - 16.07.2022 05:00","41170","40569"
"16.07.2022 05:00 - 16.07.2022 05:15","41295","41178"
"16.07.2022 05:15 - 16.07.2022 05:30","41286","41051"
"16.07.2022 05:30 - 16.07.2022 05:45","40868","41095"
